police_beat,street_name,street_type,injured,killed,full_name,year
627,WASHINGTON,ST,1,0,WASHINGTON ST,2017
721,ELM,AVE,1,0,ELM AVE,2017
313,CONVOY,ST,1,0,CONVOY ST,2017
124,SOLEDAD,AVE,0,0,SOLEDAD AVE,2017
625,MOORE,ST,0,0,MOORE ST,2017
122,CASS,ST,1,0,CASS ST,2017
231,SABRE SPRINGS,PARKWAY,0,0,SABRE SPRINGS PARKWAY,2017
526,PARK,BLVD,0,0,PARK BLVD,2017
825,FAIRMOUNT,AVE,1,0,FAIRMOUNT AVE,2017
115,GENESEE,AVE,0,0,GENESEE AVE,2017
811,35TH,ST,1,0,35TH ST,2017
242,MERCY,RD,2,0,MERCY RD,2017
931,SORRENTO VALLEY,BLVD,0,0,SORRENTO VALLEY BLVD,2017
241,MIRA MESA,BLVD,2,0,MIRA MESA BLVD,2017
234,POMERADO,CT,0,0,POMERADO CT,2017
621,FRIARS,RD,0,0,FRIARS RD,2017
825,VAN DYKE,AVE,1,0,VAN DYKE AVE,2017
437,WOODMAN,ST,1,0,WOODMAN ST,2017
124,CARLA,WAY,1,0,CARLA WAY,2017
721,CORONADO,AVE,1,0,CORONADO AVE,2017
115,GENESEE,AVE,1,0,GENESEE AVE,2017
234,WEST BERNARDO,DR,0,0,WEST BERNARDO DR,2017
235,SAN PASQUAL VALLEY,RD,1,0,SAN PASQUAL VALLEY RD,2017
242,AQUARIUS,DR,0,0,AQUARIUS DR,2017
446,LOGAN,AVE,2,0,LOGAN AVE,2017
327,MARY LANE,DR,0,0,MARY LANE DR,2017
611,ROSECRANS,ST,4,0,ROSECRANS ST,2017
111,ARMSTRONG,ST,0,0,ARMSTRONG ST,2017
614,NEWPORT,AVE,0,0,NEWPORT AVE,2017
115,LA JOLLA VILLAGE,DR,0,0,LA JOLLA VILLAGE DR,2017
121,WEST MISSION BAY,DR,2,0,WEST MISSION BAY DR,2017
315,CAM DEL ESTE,nan,0,0,CAM DEL ESTE ,2017
116,CLAIREMONT,DR,0,0,CLAIREMONT DR,2017
511,32ND,ST,1,0,32ND ST,2017
837,HOME,AVE,1,0,HOME AVE,2017
314,FROST,ST,1,0,FROST ST,2017
452,BENSON,AVE,1,0,BENSON AVE,2017
115,NOBEL,DR,0,0,NOBEL DR,2017
233,CARMEL MTN,RD,0,0,CARMEL MTN RD,2017
625,TAYLOR,ST,1,0,TAYLOR ST,2017
521,16TH,ST,2,0,16TH ST,2017
115,GOVERNOR,DR,1,0,GOVERNOR DR,2017
813,LINCOLN,AVE,1,0,LINCOLN AVE,2017
828,WINONA,AVE,1,0,WINONA AVE,2017
722,PALM,AVE,1,0,PALM AVE,2017
327,MONTEZUMA,RD,0,0,MONTEZUMA RD,2017
242,MIRA MESA,BLVD,0,0,MIRA MESA BLVD,2017
811,MADISON,AVE,0,0,MADISON AVE,2017
611,HANCOCK,ST,1,0,HANCOCK ST,2017
934,CALLE MAR DE MARIPOS,nan,1,0,CALLE MAR DE MARIPOS ,2017
315,CAM DEL RIO,nan,1,0,CAM DEL RIO ,2017
613,NIMITZ,BLVD,0,0,NIMITZ BLVD,2017
121,MISSION,BLVD,0,0,MISSION BLVD,2017
526,ASH,ST,1,0,ASH ST,2017
122,FELSPAR,ST,0,0,FELSPAR ST,2017
521,J,ST,1,0,J ST,2017
721,ROYSTON,DR,0,0,ROYSTON DR,2017
443,DIVISION,ST,1,0,DIVISION ST,2017
432,GROVELAND,DR,1,0,GROVELAND DR,2017
242,WESTONHILL,DR,0,1,WESTONHILL DR,2017
526,I-5 SB,nan,2,0,I-5 SB ,2017
628,HAWK,ST,0,0,HAWK ST,2017
521,10TH,AVE,0,0,10TH AVE,2017
611,RILEY,ST,1,0,RILEY ST,2017
443,ACACIA,ST,1,0,ACACIA ST,2017
813,HOWARD,AVE,2,0,HOWARD AVE,2017
613,NIAGARA,AVE,1,0,NIAGARA AVE,2017
524,10TH,AVE,0,0,10TH AVE,2017
825,VAN DYKE,AVE,0,0,VAN DYKE AVE,2017
235,SAN PASQUAL,RD,1,0,SAN PASQUAL RD,2017
325,JACKSON,DR,1,0,JACKSON DR,2017
511,HARBOR,DR,0,0,HARBOR DR,2017
233,RIDEABOUT,CT,0,0,RIDEABOUT CT,2017
521,PARK,BLVD,1,0,PARK BLVD,2017
326,COLLEGE,AVE,1,0,COLLEGE AVE,2017
234,WEST BERNARDO,DR,4,0,WEST BERNARDO DR,2017
243,MIRAMAR,RD,1,0,MIRAMAR RD,2017
451,54TH,ST,1,0,54TH ST,2017
524,11TH,AVE,1,0,11TH AVE,2017
725,PALM,AVE,1,0,PALM AVE,2017
452,65TH,ST,0,0,65TH ST,2017
525,G,ST,0,0,G ST,2017
122,GARNET,AVE,0,0,GARNET AVE,2017
233,PAYMOGO,CT,0,0,PAYMOGO CT,2017
512,COMMERCIAL,ST,0,0,COMMERCIAL ST,2017
313,MERCURY,ST,2,0,MERCURY ST,2017
242,SCHNEPLE,DR,0,0,SCHNEPLE DR,2017
931,MIRAMAR,RD,0,0,MIRAMAR RD,2017
242,MIRA MESA,BLVD,1,0,MIRA MESA BLVD,2017
931,SORRENTO VALLEY,RD,0,0,SORRENTO VALLEY RD,2017
514,22ND,ST,1,0,22ND ST,2017
314,CARDINAL,RD,0,0,CARDINAL RD,2017
611,ROSECRANS,ST,1,0,ROSECRANS ST,2017
123,SEA WORLD,DR,0,0,SEA WORLD DR,2017
451,54TH,ST,1,0,54TH ST,2017
835,HOME,AVE,3,0,HOME AVE,2017
126,NORTH TORREY PINES,RD,0,0,NORTH TORREY PINES RD,2017
615,ULLMAN,ST,0,0,ULLMAN ST,2017
124,LA JOLLA,BLVD,1,0,LA JOLLA BLVD,2017
231,POWAY,RD,2,0,POWAY RD,2017
515,L,ST,0,0,L ST,2017
444,MARKET,ST,1,0,MARKET ST,2017
622,MARIAN,WAY,1,0,MARIAN WAY,2017
628,PUTERBAUGH,ST,0,0,PUTERBAUGH ST,2017
315,MISSION CENTER,RD,1,0,MISSION CENTER RD,2017
242,BLACK MTN,RD,1,0,BLACK MTN RD,2017
432,IMPERIAL,AVE,0,0,IMPERIAL AVE,2017
721,ELM,AVE,0,0,ELM AVE,2017
523,04TH,AVE,0,0,04TH AVE,2017
433,FEDERAL,BLVD,1,0,FEDERAL BLVD,2017
123,SEA WORLD,DR,0,0,SEA WORLD DR,2017
123,WEST MISSION BAY,DR,1,0,WEST MISSION BAY DR,2017
721,PALM,AVE,1,0,PALM AVE,2017
315,CAM DE LA REINA,nan,0,0,CAM DE LA REINA ,2017
321,FAIRMOUNT,AVE,1,0,FAIRMOUNT AVE,2017
529,06TH,AVE,0,0,06TH AVE,2017
116,CLAIREMONT,DR,1,0,CLAIREMONT DR,2017
122,FOOTHILL,BLVD,0,0,FOOTHILL BLVD,2017
623,HOTEL,CIR,1,0,HOTEL CIR,2017
312,CLAIREMONT MESA,BLVD,0,0,CLAIREMONT MESA BLVD,2017
315,FRIARS,RD,1,0,FRIARS RD,2017
612,ROSECRANS,ST,0,0,ROSECRANS ST,2017
444,QUAIL,ST,0,0,QUAIL ST,2017
122,BOND,ST,0,0,BOND ST,2017
122,MISSION BAY,DR,0,0,MISSION BAY DR,2017
315,CAM DEL RIO,nan,0,0,CAM DEL RIO ,2017
825,EL CAJON,BLVD,0,0,EL CAJON BLVD,2017
111,MESA COLLEGE,DR,0,0,MESA COLLEGE DR,2017
611,HISTORIC DECATUR,RD,0,0,HISTORIC DECATUR RD,2017
831,EUCLID,AVE,0,0,EUCLID AVE,2017
243,MIRAMAR,RD,0,0,MIRAMAR RD,2017
313,CLAIREMONT MESA,BLVD,0,0,CLAIREMONT MESA BLVD,2017
711,MONUMENT,RD,3,0,MONUMENT RD,2017
531,MORLEY FIELD,DR,0,0,MORLEY FIELD DR,2017
831,UNIVERSITY,AVE,0,0,UNIVERSITY AVE,2017
521,IMPERIAL,AVE,1,0,IMPERIAL AVE,2017
827,54TH,ST,0,0,54TH ST,2017
614,SUNSET CLIFFS,BLVD,1,0,SUNSET CLIFFS BLVD,2017
931,MIRA MESA,BLVD,3,0,MIRA MESA BLVD,2017
315,TEXAS,ST,0,0,TEXAS ST,2017
725,DENNERY,RD,1,0,DENNERY RD,2017
116,CHICAGO,ST,1,0,CHICAGO ST,2017
813,30TH,ST,0,0,30TH ST,2017
813,EL CAJON,BLVD,1,0,EL CAJON BLVD,2017
813,30TH,ST,0,0,30TH ST,2017
313,CLAIREMONT MESA,BLVD,0,0,CLAIREMONT MESA BLVD,2017
321,RIVERDALE,ST,0,0,RIVERDALE ST,2017
124,WALL,ST,0,0,WALL ST,2017
622,MILDRED,ST,0,0,MILDRED ST,2017
512,CESAR E CHAVEZ,PARKWAY,0,0,CESAR E CHAVEZ PARKWAY,2017
723,I-805 SB,nan,1,0,I-805 SB ,2017
622,CAM COPETE,nan,0,0,CAM COPETE ,2017
521,C,ST,0,0,C ST,2017
241,MIRA MESA,BLVD,1,0,MIRA MESA BLVD,2017
813,EL CAJON,BLVD,1,0,EL CAJON BLVD,2017
622,LINDA VISTA,RD,0,0,LINDA VISTA RD,2017
115,CARGILL,AVE,0,0,CARGILL AVE,2017
822,COLLEGE,AVE,0,0,COLLEGE AVE,2017
242,CAM RUIZ,nan,0,0,CAM RUIZ ,2017
512,GREELY,AVE,1,0,GREELY AVE,2017
628,LAUREL,ST,0,0,LAUREL ST,2017
822,EL CAJON,BLVD,4,0,EL CAJON BLVD,2017
122,JEWELL,ST,0,0,JEWELL ST,2017
444,RAVEN,ST,0,0,RAVEN ST,2017
235,BANDY CANYON,RD,1,0,BANDY CANYON RD,2017
813,EL CAJON,BLVD,0,0,EL CAJON BLVD,2017
445,EUCLID,AVE,0,0,EUCLID AVE,2017
523,05TH,AVE,0,0,05TH AVE,2017
122,LAMONT,ST,1,0,LAMONT ST,2017
524,E,ST,0,0,E ST,2017
712,FOOTHILL,RD,0,0,FOOTHILL RD,2017
521,B,ST,1,0,B ST,2017
114,MANITOU,WAY,0,0,MANITOU WAY,2017
614,SANTA MONICA,AVE,0,0,SANTA MONICA AVE,2017
232,WINDCREST,LN,0,0,WINDCREST LN,2017
832,42ND,ST,0,0,42ND ST,2017
723,BEYER,BLVD,1,0,BEYER BLVD,2017
838,39TH,ST,0,0,39TH ST,2017
115,UNIVERSITY CENTER,LN,0,0,UNIVERSITY CENTER LN,2017
126,NORTH TORREY PINES,CT,0,0,NORTH TORREY PINES CT,2017
313,KEARNY VILLA,RD,0,0,KEARNY VILLA RD,2017
824,EL CAJON,BLVD,3,0,EL CAJON BLVD,2017
241,MIRAMAR,WAY,1,0,MIRAMAR WAY,2017
624,EL CAJON,BLVD,0,0,EL CAJON BLVD,2017
611,TRUXTUN,RD,0,0,TRUXTUN RD,2017
627,WASHINGTON,ST,1,0,WASHINGTON ST,2017
611,NORTH HARBOR,DR,0,0,NORTH HARBOR DR,2017
441,SAN PASCUAL,ST,0,0,SAN PASCUAL ST,2017
437,ALTA VIEW,DR,1,0,ALTA VIEW DR,2017
624,MISSISSIPPI,ST,0,0,MISSISSIPPI ST,2017
111,BALBOA,AVE,1,0,BALBOA AVE,2017
934,VIA MAR DE DELFINAS,nan,3,0,VIA MAR DE DELFINAS ,2017
524,C,ST,1,0,C ST,2017
124,VIA ALICANTE,nan,0,0,VIA ALICANTE ,2017
124,VIA MALLORCA,nan,1,0,VIA MALLORCA ,2017
521,F,ST,0,0,F ST,2017
613,VOLTAIRE,ST,1,0,VOLTAIRE ST,2017
312,TIERRASANTA,BLVD,3,0,TIERRASANTA BLVD,2017
521,F,ST,1,0,F ST,2017
314,MESA COLLEGE,DR,2,0,MESA COLLEGE DR,2017
325,MARGERUM,AVE,1,0,MARGERUM AVE,2017
124,VILLA LA JOLLA,DR,0,0,VILLA LA JOLLA DR,2017
315,MISSION CENTER,RD,0,0,MISSION CENTER RD,2017
115,NOBEL,DR,2,0,NOBEL DR,2017
313,VICKERS,ST,0,0,VICKERS ST,2017
437,LEDGEWOOD,LN,0,0,LEDGEWOOD LN,2017
437,PARADISE VALLEY,RD,1,0,PARADISE VALLEY RD,2017
241,MIRAMAR,WAY,1,0,MIRAMAR WAY,2017
324,LAKE ARAGO,AVE,1,0,LAKE ARAGO AVE,2017
441,IMPERIAL,AVE,3,0,IMPERIAL AVE,2017
234,RANCHO BERNARDO,RD,1,0,RANCHO BERNARDO RD,2017
824,50TH,ST,0,0,50TH ST,2017
934,EL CAMINO REAL,nan,1,0,EL CAMINO REAL ,2017
122,BUNKER HILL,ST,0,0,BUNKER HILL ST,2017
326,MONTEZUMA,RD,0,0,MONTEZUMA RD,2017
723,PICADOR,BLVD,0,0,PICADOR BLVD,2017
521,MARKET,ST,0,0,MARKET ST,2017
242,WESTVIEW,PARKWAY,1,0,WESTVIEW PARKWAY,2017
313,KEARNY VILLA,RD,1,0,KEARNY VILLA RD,2017
441,35TH,ST,0,0,35TH ST,2017
243,MIRAMAR,RD,0,0,MIRAMAR RD,2017
826,51ST,ST,1,0,51ST ST,2017
516,IMPERIAL,AVE,2,0,IMPERIAL AVE,2017
825,FAIRMOUNT,AVE,1,0,FAIRMOUNT AVE,2017
111,BALBOA,AVE,0,0,BALBOA AVE,2017
313,CLAIREMONT MESA,BLVD,1,0,CLAIREMONT MESA BLVD,2017
313,CONVOY,ST,0,0,CONVOY ST,2017
614,CABLE,ST,0,0,CABLE ST,2017
517,BROADWAY,nan,0,0,BROADWAY ,2017
611,CAM DEL RIO,nan,0,0,CAM DEL RIO ,2017
514,G,ST,1,0,G ST,2017
823,BATES,ST,0,0,BATES ST,2017
451,CHOLLAS,RD,1,0,CHOLLAS RD,2017
451,CHOLLAS,RD,1,0,CHOLLAS RD,2017
811,MEADE,AVE,0,0,MEADE AVE,2017
525,HORTON,PLZ,0,0,HORTON PLZ,2017
115,KARENSUE,AVE,0,0,KARENSUE AVE,2017
441,OCEAN VIEW,BLVD,0,0,OCEAN VIEW BLVD,2017
323,COLLEGE,AVE,0,0,COLLEGE AVE,2017
111,BALBOA,AVE,1,0,BALBOA AVE,2017
242,BLACK MTN,RD,0,0,BLACK MTN RD,2017
516,MARKET,ST,2,0,MARKET ST,2017
447,47TH,ST,1,0,47TH ST,2017
111,MESA COLLEGE,DR,0,0,MESA COLLEGE DR,2017
116,MORENA,BLVD,1,0,MORENA BLVD,2017
313,AERO,DR,0,0,AERO DR,2017
813,MAPLE,ST,0,0,MAPLE ST,2017
445,44TH,ST,1,0,44TH ST,2017
126,ROSELLE,ST,0,0,ROSELLE ST,2017
434,IMPERIAL,AVE,1,0,IMPERIAL AVE,2017
832,FAIRMOUNT,AVE,1,0,FAIRMOUNT AVE,2017
445,44TH,ST,0,0,44TH ST,2017
112,GENESEE,AVE,1,0,GENESEE AVE,2017
612,ROSECRANS,ST,1,0,ROSECRANS ST,2017
712,SHOOTING STAR,DR,0,0,SHOOTING STAR DR,2017
833,FAIRMOUNT,AVE,1,0,FAIRMOUNT AVE,2017
315,NORTHSIDE,DR,0,0,NORTHSIDE DR,2017
124,CAM DEL ORO,nan,0,0,CAM DEL ORO ,2017
242,BLACK MTN,RD,2,0,BLACK MTN RD,2017
827,WINONA,AVE,0,0,WINONA AVE,2017
525,FRONT,ST,1,0,FRONT ST,2017
315,FENTON,PARKWAY,0,0,FENTON PARKWAY,2017
811,MEADE,AVE,1,0,MEADE AVE,2017
313,OTHELLO,AVE,0,0,OTHELLO AVE,2017
934,DEL MAR HEIGHTS,RD,1,0,DEL MAR HEIGHTS RD,2017
529,05TH,AVE,0,0,05TH AVE,2017
122,GARNET,AVE,0,0,GARNET AVE,2017
614,BACON,ST,1,0,BACON ST,2017
115,LA JOLLA VILLAGE,DR,0,0,LA JOLLA VILLAGE DR,2017
447,EUCLID,AVE,0,0,EUCLID AVE,2017
524,11TH,AVE,0,0,11TH AVE,2017
122,EMERALD,ST,1,0,EMERALD ST,2017
614,SUNSET CLIFFS,BLVD,0,0,SUNSET CLIFFS BLVD,2017
524,B,ST,0,0,B ST,2017
824,49TH,ST,0,0,49TH ST,2017
451,COLLEGE GROVE,DR,0,0,COLLEGE GROVE DR,2017
313,BALBOA,AVE,1,0,BALBOA AVE,2017
447,EUCLID,AVE,2,0,EUCLID AVE,2017
114,CLAIREMONT MESA,BLVD,0,0,CLAIREMONT MESA BLVD,2017
822,EL CAJON,BLVD,1,0,EL CAJON BLVD,2017
621,COMSTOCK,ST,0,0,COMSTOCK ST,2017
441,36TH,ST,0,0,36TH ST,2017
241,POMERADO,RD,0,0,POMERADO RD,2017
624,PARK,BLVD,1,0,PARK BLVD,2017
832,FAIRMOUNT,AVE,0,0,FAIRMOUNT AVE,2017
723,30TH,ST,1,0,30TH ST,2017
521,COMMERCIAL,ST,1,0,COMMERCIAL ST,2017
511,NEWTON,AVE,1,0,NEWTON AVE,2017
627,VERMONT,ST,1,0,VERMONT ST,2017
437,PARADISE VALLEY,RD,0,0,PARADISE VALLEY RD,2017
124,LA JOLLA SHORES,DR,1,0,LA JOLLA SHORES DR,2017
611,SPORTS ARENA,BLVD,1,0,SPORTS ARENA BLVD,2017
721,SATURN,BLVD,0,0,SATURN BLVD,2017
231,POWAY,RD,1,0,POWAY RD,2017
611,HANCOCK,ST,0,0,HANCOCK ST,2017
123,WEST MISSION BAY,DR,0,0,WEST MISSION BAY DR,2017
524,A,ST,1,0,A ST,2017
313,CONVOY,ST,0,0,CONVOY ST,2017
242,NEW SALEM,ST,0,0,NEW SALEM ST,2017
124,TORREY PINES,RD,0,0,TORREY PINES RD,2017
813,FLORIDA,ST,0,0,FLORIDA ST,2017
813,30TH,ST,0,0,30TH ST,2017
232,WORLD TRADE,DR,0,0,WORLD TRADE DR,2017
122,MISSION BAY,DR,0,0,MISSION BAY DR,2017
233,RANCHO PENASQUITOS,BLVD,2,0,RANCHO PENASQUITOS BLVD,2017
313,CLAIREMONT MESA,BLVD,2,0,CLAIREMONT MESA BLVD,2017
627,WASHINGTON,ST,0,0,WASHINGTON ST,2017
234,WEST BERNARDO,DR,2,0,WEST BERNARDO DR,2017
315,CAM DEL RIO,nan,0,0,CAM DEL RIO ,2017
115,LEBON,DR,0,0,LEBON DR,2017
836,HIGHLAND,AVE,0,0,HIGHLAND AVE,2017
529,04TH,AVE,1,0,04TH AVE,2017
613,VOLTAIRE,ST,1,0,VOLTAIRE ST,2017
713,ROLL,DR,0,0,ROLL DR,2017
712,BEYER,BLVD,0,0,BEYER BLVD,2017
122,INGRAHAM,ST,3,0,INGRAHAM ST,2017
838,ORANGE,AVE,1,0,ORANGE AVE,2017
113,ARIANE,DR,1,0,ARIANE DR,2017
521,G,ST,0,0,G ST,2017
444,RAVEN,ST,1,0,RAVEN ST,2017
433,AKINS,AVE,1,0,AKINS AVE,2017
123,QUIVIRA,RD,0,0,QUIVIRA RD,2017
232,RANCHO CARMEL,DR,0,0,RANCHO CARMEL DR,2017
243,MIRAMAR,RD,1,0,MIRAMAR RD,2017
433,IMPERIAL,AVE,1,0,IMPERIAL AVE,2017
122,NOYES,ST,1,0,NOYES ST,2017
529,01ST,AVE,0,0,01ST AVE,2017
931,CAM SANTA FE,nan,3,0,CAM SANTA FE ,2017
511,32ND,nan,1,0,32ND ,2017
935,CARMEL VALLEY,RD,1,0,CARMEL VALLEY RD,2017
614,VOLTAIRE,ST,0,0,VOLTAIRE ST,2017
234,RANCHO BERNARDO,RD,1,0,RANCHO BERNARDO RD,2017
315,CAM DEL RIO,nan,0,0,CAM DEL RIO ,2017
529,05TH,AVE,1,0,05TH AVE,2017
327,ALVARADO,RD,0,0,ALVARADO RD,2017
627,WASHINGTON,ST,1,0,WASHINGTON ST,2017
723,FIRETHORN,ST,1,0,FIRETHORN ST,2017
714,SAN YSIDRO,BLVD,0,0,SAN YSIDRO BLVD,2017
622,LINDA VISTA,RD,0,0,LINDA VISTA RD,2017
521,MARKET,ST,1,0,MARKET ST,2017
621,VIA LAS CUMBRES,nan,0,0,VIA LAS CUMBRES ,2017
935,CARMEL VALLEY,RD,2,0,CARMEL VALLEY RD,2017
627,WASHINGTON,ST,0,0,WASHINGTON ST,2017
113,JUTLAND,DR,3,0,JUTLAND DR,2017
936,CARMEL VALLEY,RD,0,0,CARMEL VALLEY RD,2017
451,54TH FRONTAGE WEST,RD,0,0,54TH FRONTAGE WEST RD,2017
432,ENCINA,DR,1,0,ENCINA DR,2017
115,EXECUTIVE,DR,1,0,EXECUTIVE DR,2017
124,VILLA LA JOLLA,DR,0,0,VILLA LA JOLLA DR,2017
524,08TH,AVE,0,0,08TH AVE,2017
813,30TH,ST,1,0,30TH ST,2017
122,GARNET,AVE,0,0,GARNET AVE,2017
825,MADISON,AVE,0,0,MADISON AVE,2017
723,PICADOR,BLVD,2,0,PICADOR BLVD,2017
826,TROJAN,AVE,1,0,TROJAN AVE,2017
315,CAM DEL RIO,nan,0,0,CAM DEL RIO ,2017
324,SAN PASQUAL VALLEY,RD,0,0,SAN PASQUAL VALLEY RD,2017
521,ISLAND,AVE,0,0,ISLAND AVE,2017
315,CAM DE LA REINA,nan,0,0,CAM DE LA REINA ,2017
232,WORLD TRADE,DR,1,0,WORLD TRADE DR,2017
625,TAYLOR,ST,0,0,TAYLOR ST,2017
813,UNIVERSITY,AVE,0,0,UNIVERSITY AVE,2017
611,PACIFIC,nan,1,0,PACIFIC ,2017
712,SAN YSIDRO,BLVD,1,0,SAN YSIDRO BLVD,2017
936,CARMEL VALLEY,RD,2,0,CARMEL VALLEY RD,2017
621,FULTON,ST,0,0,FULTON ST,2017
313,SHAWLINE,ST,0,0,SHAWLINE ST,2017
313,BALBOA,AVE,1,1,BALBOA AVE,2017
313,KEARNY VILLA,RD,2,0,KEARNY VILLA RD,2017
623,FRIARS,RD,0,0,FRIARS RD,2017
233,BLACK MTN,RD,0,0,BLACK MTN RD,2017
242,BLACK MTN,RD,1,0,BLACK MTN RD,2017
931,SORRENTO VALLEY,RD,3,0,SORRENTO VALLEY RD,2017
824,EL CAJON,BLVD,1,0,EL CAJON BLVD,2017
234,BERNARDO HEIGHTS,PARKWAY,1,0,BERNARDO HEIGHTS PARKWAY,2017
521,10TH,AVE,1,0,10TH AVE,2017
838,UNIVERSITY,AVE,1,0,UNIVERSITY AVE,2017
515,MARKET,ST,1,0,MARKET ST,2017
312,SANTO,RD,1,0,SANTO RD,2017
313,RUFFNER,ST,1,0,RUFFNER ST,2017
123,EAST MISSION BAY,DR,0,0,EAST MISSION BAY DR,2017
313,MERCURY,ST,1,0,MERCURY ST,2017
821,63RD,ST,0,0,63RD ST,2017
438,POTOMAC,ST,1,0,POTOMAC ST,2017
521,G,ST,0,0,G ST,2017
512,30TH,ST,1,0,30TH ST,2017
445,EUCLID,AVE,1,0,EUCLID AVE,2017
517,25TH,ST,0,0,25TH ST,2017
241,IRONWOOD,RD,0,0,IRONWOOD RD,2017
824,EL CAJON,BLVD,2,0,EL CAJON BLVD,2017
527,GRAPE,ST,2,0,GRAPE ST,2017
242,OSGOOD,WAY,0,0,OSGOOD WAY,2017
626,WASHINGTON,PL,0,0,WASHINGTON PL,2017
931,CAM SANTA FE,nan,1,0,CAM SANTA FE ,2017
627,WASHINGTON,ST,0,0,WASHINGTON ST,2017
438,REO,DR,0,0,REO DR,2017
315,MISSION CENTER,RD,0,0,MISSION CENTER RD,2017
627,06TH,AVE,0,0,06TH AVE,2017
813,MADISON,AVE,0,0,MADISON AVE,2017
822,UNIVERSITY,AVE,1,0,UNIVERSITY AVE,2017
614,SUNSET CLIFFS,BLVD,0,0,SUNSET CLIFFS BLVD,2017
439,WOODMAN,ST,1,0,WOODMAN ST,2017
826,UNIVERSITY,AVE,0,0,UNIVERSITY AVE,2017
625,MORENA,BLVD,1,0,MORENA BLVD,2017
524,06TH,AVE,1,0,06TH AVE,2017
813,ADAMS,AVE,0,0,ADAMS AVE,2017
122,GARNET,AVE,0,0,GARNET AVE,2017
242,MIRA MESA,BLVD,0,0,MIRA MESA BLVD,2017
523,05TH,AVE,0,0,05TH AVE,2017
313,MURPHY CANYON,RD,2,0,MURPHY CANYON RD,2017
313,BALBOA,AVE,1,0,BALBOA AVE,2017
231,POWAY,RD,1,0,POWAY RD,2017
242,WESTVIEW,PARKWAY,1,0,WESTVIEW PARKWAY,2017
242,MIRA MESA,BLVD,0,0,MIRA MESA BLVD,2017
934,CARMEL CREEK,RD,0,0,CARMEL CREEK RD,2017
313,SHAWLINE,ST,0,0,SHAWLINE ST,2017
813,HOWARD,AVE,1,0,HOWARD AVE,2017
813,ADAMS,AVE,0,0,ADAMS AVE,2017
122,PACIFIC BEACH,DR,0,0,PACIFIC BEACH DR,2017
233,RANCHO PENASQUITOS,BLVD,0,0,RANCHO PENASQUITOS BLVD,2017
524,A,ST,0,0,A ST,2017
115,GOVERNOR,DR,0,0,GOVERNOR DR,2017
122,EMERALD,ST,2,0,EMERALD ST,2017
443,40TH,ST,0,0,40TH ST,2017
313,SHAWLINE,ST,1,0,SHAWLINE ST,2017
451,COLLEGE,AVE,3,0,COLLEGE AVE,2017
825,ADAMS,AVE,0,0,ADAMS AVE,2017
934,CARMEL COUNTRY,RD,0,0,CARMEL COUNTRY RD,2017
124,COAST,BLVD,0,0,COAST BLVD,2017
821,70TH,ST,0,0,70TH ST,2017
116,FAIRFIELD,ST,1,0,FAIRFIELD ST,2017
446,47TH,ST,0,0,47TH ST,2017
813,IDAHO,ST,0,0,IDAHO ST,2017
447,FIR,ST,0,0,FIR ST,2017
233,RANCHO PENASQUITOS,BLVD,3,0,RANCHO PENASQUITOS BLVD,2017
441,45TH,ST,1,0,45TH ST,2017
623,I-8 EB,nan,0,0,I-8 EB ,2017
623,HOTEL,CIR,0,0,HOTEL CIR,2017
436,NOELINE,AVE,0,0,NOELINE AVE,2017
831,POLK,AVE,0,0,POLK AVE,2017
525,01ST,AVE,0,0,01ST AVE,2017
624,ALABAMA,ST,0,0,ALABAMA ST,2017
933,DEL MAR HEIGHTS,RD,0,0,DEL MAR HEIGHTS RD,2017
811,EL CAJON,BLVD,1,0,EL CAJON BLVD,2017
931,MIRAMAR,RD,0,0,MIRAMAR RD,2017
825,FAIRMOUNT,AVE,0,0,FAIRMOUNT AVE,2017
611,CAMINO DEL RIO W,nan,0,0,CAMINO DEL RIO W ,2017
824,MONTEZUMA,RD,0,0,MONTEZUMA RD,2017
813,LINCOLN,AVE,0,0,LINCOLN AVE,2017
611,MIDWAY,DR,0,0,MIDWAY DR,2017
813,INDIANA,ST,0,0,INDIANA ST,2017
624,POLK,AVE,0,0,POLK AVE,2017
712,PARK,BLVD,1,0,PARK BLVD,2017
232,RANCHO CARMEL,DR,0,0,RANCHO CARMEL DR,2017
232,CARMEL MTN,RD,0,0,CARMEL MTN RD,2017
323,COLLEGE,AVE,2,0,COLLEGE AVE,2017
622,LINDA VISTA,RD,2,0,LINDA VISTA RD,2017
933,CARMEL VALLEY,RD,1,0,CARMEL VALLEY RD,2017
311,MOBLEY,ST,0,1,MOBLEY ST,2017
114,CLAIREMONT MESA,BLVD,3,0,CLAIREMONT MESA BLVD,2017
934,CARMEL COUNTRY,RD,0,0,CARMEL COUNTRY RD,2017
624,NORMAL,ST,0,0,NORMAL ST,2017
121,BALBOA,CT,0,0,BALBOA CT,2017
441,IMPERIAL,AVE,0,0,IMPERIAL AVE,2017
822,UNIVERSITY,AVE,1,0,UNIVERSITY AVE,2017
233,CARMEL MTN,RD,0,0,CARMEL MTN RD,2017
625,HARNEY,ST,0,0,HARNEY ST,2017
832,CENTRAL,AVE,0,0,CENTRAL AVE,2017
521,MARKET,ST,1,0,MARKET ST,2017
821,AMHERST,ST,1,0,AMHERST ST,2017
821,70TH,ST,2,0,70TH ST,2017
433,IMPERIAL,AVE,1,0,IMPERIAL AVE,2017
