police_beat,street_name,street_type,injured,killed,full_name,year
611,PACIFIC,nan,0,0,PACIFIC ,2018
234,MATINAL,CIR,0,0,MATINAL CIR,2018
315,FRIARS,RD,0,0,FRIARS RD,2018
824,MONROE,AVE,0,0,MONROE AVE,2018
611,PICKETT,ST,0,0,PICKETT ST,2018
122,PACIFIC BEACH,DR,1,0,PACIFIC BEACH DR,2018
124,GIRARD,AVE,0,0,GIRARD AVE,2018
622,NAPA,ST,0,0,NAPA ST,2018
233,CARMEL MTN,RD,1,0,CARMEL MTN RD,2018
515,26TH,ST,0,0,26TH ST,2018
813,LANDIS,ST,3,0,LANDIS ST,2018
311,FRIARS,RD,0,0,FRIARS RD,2018
311,FRIARS,RD,0,0,FRIARS RD,2018
321,MISSION GORGE,RD,1,0,MISSION GORGE RD,2018
452,SKYLINE,DR,1,0,SKYLINE DR,2018
124,LA JOLLA SHORES,DR,1,0,LA JOLLA SHORES DR,2018
433,AKINS,AVE,0,0,AKINS AVE,2018
623,FRIARS,RD,0,0,FRIARS RD,2018
931,MIRA MESA,BLVD,3,0,MIRA MESA BLVD,2018
322,ZION,AVE,1,0,ZION AVE,2018
242,MIRA MESA,BLVD,1,0,MIRA MESA BLVD,2018
613,BOLINAS,ST,0,0,BOLINAS ST,2018
324,GOLFCREST,PL,0,0,GOLFCREST PL,2018
324,GOLFCREST,PL,0,0,GOLFCREST PL,2018
723,BEYER,WAY,0,0,BEYER WAY,2018
446,LOGAN,AVE,3,0,LOGAN AVE,2018
122,THOMAS,AVE,1,0,THOMAS AVE,2018
839,SWIFT,AVE,0,0,SWIFT AVE,2018
934,CALLE MAR DE MARIPOS,nan,1,0,CALLE MAR DE MARIPOS ,2018
441,45TH,ST,1,0,45TH ST,2018
122,GARNET,AVE,1,0,GARNET AVE,2018
442,38TH,ST,0,0,38TH ST,2018
826,54TH,ST,0,0,54TH ST,2018
813,PERSHING,AVE,1,0,PERSHING AVE,2018
834,41ST,ST,1,0,41ST ST,2018
824,MONROE,AVE,0,0,MONROE AVE,2018
437,WOODMAN,ST,3,0,WOODMAN ST,2018
811,EL CAJON,BLVD,0,1,EL CAJON BLVD,2018
313,BALBOA,AVE,0,0,BALBOA AVE,2018
821,UNIVERSITY,AVE,1,0,UNIVERSITY AVE,2018
712,SAN YSIDRO,BLVD,0,0,SAN YSIDRO BLVD,2018
115,LA JOLLA VILLAGE,DR,0,0,LA JOLLA VILLAGE DR,2018
524,BROADWAY,nan,2,0,BROADWAY ,2018
432,58TH,ST,0,0,58TH ST,2018
242,MIRA MESA,BLVD,0,0,MIRA MESA BLVD,2018
521,17TH,ST,0,0,17TH ST,2018
834,REDWOOD,ST,0,0,REDWOOD ST,2018
122,GARNET,AVE,2,0,GARNET AVE,2018
445,MARKET,ST,0,0,MARKET ST,2018
521,14TH,ST,0,0,14TH ST,2018
524,BROADWAY,nan,1,0,BROADWAY ,2018
934,CARMEL VALLEY,RD,1,0,CARMEL VALLEY RD,2018
234,WEST BERNARDO,DR,1,0,WEST BERNARDO DR,2018
315,MISSION CENTER,RD,2,0,MISSION CENTER RD,2018
122,MISSION BAY,DR,0,0,MISSION BAY DR,2018
434,JAMACHA,RD,0,0,JAMACHA RD,2018
447,EUCLID,AVE,2,0,EUCLID AVE,2018
524,09TH,AVE,1,0,09TH AVE,2018
242,GALVIN,AVE,1,0,GALVIN AVE,2018
232,CAM DEL NORTE,nan,0,0,CAM DEL NORTE ,2018
512,NATIONAL,AVE,0,0,NATIONAL AVE,2018
115,GENESEE,AVE,1,0,GENESEE AVE,2018
431,KELTON,RD,1,0,KELTON RD,2018
511,32ND,ST,0,0,32ND ST,2018
111,BEADNELL,WAY,0,0,BEADNELL WAY,2018
521,11TH,AVE,0,0,11TH AVE,2018
827,ALTADENA,AVE,0,0,ALTADENA AVE,2018
122,MORRELL,ST,0,0,MORRELL ST,2018
825,FAIRMOUNT,AVE,0,0,FAIRMOUNT AVE,2018
512,28TH,ST,0,0,28TH ST,2018
529,02ND,AVE,1,0,02ND AVE,2018
531,PARK,BLVD,1,0,PARK BLVD,2018
937,VIA FIESTA,nan,0,0,VIA FIESTA ,2018
621,FRIARS,RD,1,0,FRIARS RD,2018
813,JUNIPER,ST,1,0,JUNIPER ST,2018
116,DAKOTA,DR,0,0,DAKOTA DR,2018
451,COLLEGE,AVE,0,0,COLLEGE AVE,2018
242,CAM RUIZ,nan,2,0,CAM RUIZ ,2018
246,SCRIPPS POWAY,PARKWAY,1,0,SCRIPPS POWAY PARKWAY,2018
827,54TH,ST,1,0,54TH ST,2018
521,BROADWAY,nan,0,0,BROADWAY ,2018
313,BALBOA,AVE,1,0,BALBOA AVE,2018
811,EL CAJON,BLVD,1,0,EL CAJON BLVD,2018
312,PORTO,CT,0,0,PORTO CT,2018
313,RUFFIN,RD,1,0,RUFFIN RD,2018
325,CAM CORTO,nan,0,0,CAM CORTO ,2018
234,BERNARDO CENTER,DR,1,0,BERNARDO CENTER DR,2018
434,IMPERIAL,AVE,2,0,IMPERIAL AVE,2018
313,CLAIREMONT MESA,BLVD,0,0,CLAIREMONT MESA BLVD,2018
123,SEA WORLD,DR,0,0,SEA WORLD DR,2018
115,PALMILLA,DR,0,0,PALMILLA DR,2018
614,SUNSET CLIFFS,BLVD,0,0,SUNSET CLIFFS BLVD,2018
111,BALBOA,AVE,0,0,BALBOA AVE,2018
931,CARROLL CANYON,RD,0,0,CARROLL CANYON RD,2018
315,CAM DEL RIO NORTH,nan,1,1,CAM DEL RIO NORTH ,2018
611,BARNETT,AVE,1,0,BARNETT AVE,2018
437,ALTA VIEW,DR,1,0,ALTA VIEW DR,2018
115,GENESEE,AVE,0,0,GENESEE AVE,2018
126,GENESEE,AVE,0,0,GENESEE AVE,2018
627,UNIVERSITY,AVE,1,0,UNIVERSITY AVE,2018
621,GENESEE,AVE,0,0,GENESEE AVE,2018
313,RONSON,RD,1,0,RONSON RD,2018
122,MISSION,BLVD,1,0,MISSION BLVD,2018
931,SORRENTO VALLEY,RD,0,0,SORRENTO VALLEY RD,2018
614,ABBOTT,ST,0,0,ABBOTT ST,2018
122,GARNET,AVE,1,0,GARNET AVE,2018
111,APOLLO,ST,0,0,APOLLO ST,2018
122,MISSION BAY,DR,0,0,MISSION BAY DR,2018
721,16TH,ST,0,0,16TH ST,2018
822,UNIVERSITY,AVE,0,0,UNIVERSITY AVE,2018
445,F,ST,0,0,F ST,2018
451,COLLEGE GROVE,DR,0,0,COLLEGE GROVE DR,2018
115,GENESEE,AVE,0,0,GENESEE AVE,2018
112,MT EVEREST,BLVD,0,0,MT EVEREST BLVD,2018
235,SAN PASQUAL VALLEY,RD,2,0,SAN PASQUAL VALLEY RD,2018
233,PARK RUN,RD,1,0,PARK RUN RD,2018
235,SAN PASQUAL VALLEY,RD,1,0,SAN PASQUAL VALLEY RD,2018
233,BLACK MTN,RD,1,0,BLACK MTN RD,2018
615,PLUM,ST,1,0,PLUM ST,2018
811,34TH,ST,0,0,34TH ST,2018
313,CONVOY,ST,2,0,CONVOY ST,2018
615,ROSECRANS,ST,1,0,ROSECRANS ST,2018
324,SCARF,PL,0,0,SCARF PL,2018
312,TIERRASANTA,BLVD,0,0,TIERRASANTA BLVD,2018
437,PARKSIDE,AVE,0,0,PARKSIDE AVE,2018
521,17TH,ST,1,0,17TH ST,2018
523,05TH,AVE,0,0,05TH AVE,2018
722,PALM,AVE,1,0,PALM AVE,2018
514,25TH,ST,0,0,25TH ST,2018
821,AMHERST,ST,0,0,AMHERST ST,2018
931,LUSK,BLVD,0,0,LUSK BLVD,2018
611, EAST DR,nan,1,0, EAST DR ,2018
315,MISSION VALLEY,RD,1,0,MISSION VALLEY RD,2018
312,KEPPLER,PL,0,0,KEPPLER PL,2018
628,CALIFORNIA,ST,0,0,CALIFORNIA ST,2018
614,SUNSET CLIFFS,BLVD,0,0,SUNSET CLIFFS BLVD,2018
523,ISLAND,AVE,1,0,ISLAND AVE,2018
627,ALBATROSS,ST,0,0,ALBATROSS ST,2018
838,ORANGE,AVE,1,0,ORANGE AVE,2018
321,MISSION GORGE,RD,0,0,MISSION GORGE RD,2018
311,MISSION VILLAGE,DR,1,0,MISSION VILLAGE DR,2018
232,RANCHO CARMEL,DR,0,0,RANCHO CARMEL DR,2018
932,CARMEL MTN,RD,1,0,CARMEL MTN RD,2018
315,HAZARD CENTER,DR,1,0,HAZARD CENTER DR,2018
527,ASH,ST,0,0,ASH ST,2018
627,UNIVERSITY,AVE,0,0,UNIVERSITY AVE,2018
242,MIRA MESA,BLVD,1,0,MIRA MESA BLVD,2018
822,58TH,ST,1,0,58TH ST,2018
312,CLAIREMONT MESA,BLVD,1,0,CLAIREMONT MESA BLVD,2018
313,CONVOY,ST,1,0,CONVOY ST,2018
832,ORANGE,AVE,0,0,ORANGE AVE,2018
242,MIRA MESA,BLVD,1,0,MIRA MESA BLVD,2018
524,E,ST,1,0,E ST,2018
122,GRAND,AVE,1,0,GRAND AVE,2018
124,COAST,BLVD,0,0,COAST BLVD,2018
529,JUNIPER,ST,1,0,JUNIPER ST,2018
242,DEWSBURY,AVE,2,0,DEWSBURY AVE,2018
122,GRAND,AVE,1,0,GRAND AVE,2018
234,RANCHO BERNARDO,RD,0,0,RANCHO BERNARDO RD,2018
525,G,ST,0,0,G ST,2018
115,GENESEE,AVE,0,0,GENESEE AVE,2018
123,EAST MISSION BAY,DR,0,0,EAST MISSION BAY DR,2018
313,BALBOA,AVE,1,0,BALBOA AVE,2018
446,LOGAN,AVE,0,0,LOGAN AVE,2018
825,EL CAJON,BLVD,0,0,EL CAJON BLVD,2018
242,BLACK MTN,RD,4,0,BLACK MTN RD,2018
626,WITHERBY,ST,4,0,WITHERBY ST,2018
321,FAIRMOUNT,AVE,0,0,FAIRMOUNT AVE,2018
115,PORTE DE MERANO,nan,0,0,PORTE DE MERANO ,2018
712,EAST BEYER,BLVD,2,0,EAST BEYER BLVD,2018
122,GRAND,AVE,0,0,GRAND AVE,2018
614,CABLE,ST,2,0,CABLE ST,2018
434,CARDIFF,ST,0,0,CARDIFF ST,2018
813,30TH,ST,0,0,30TH ST,2018
511,32ND,ST,0,0,32ND ST,2018
441,NATIONAL,AVE,0,0,NATIONAL AVE,2018
523,06TH,AVE,0,0,06TH AVE,2018
447,EUCLID,AVE,0,0,EUCLID AVE,2018
813,32ND,ST,2,0,32ND ST,2018
515,MARKET,ST,0,0,MARKET ST,2018
313,VIEWRIDGE,AVE,0,0,VIEWRIDGE AVE,2018
612,DUMAS,ST,0,0,DUMAS ST,2018
432,IMPERIAL,AVE,0,0,IMPERIAL AVE,2018
722,ELM,AVE,1,0,ELM AVE,2018
712,BEYER,BLVD,1,0,BEYER BLVD,2018
621,VIA LAS CUMBRES,nan,1,0,VIA LAS CUMBRES ,2018
813,OHIO,ST,0,0,OHIO ST,2018
822,EL CAJON,BLVD,2,0,EL CAJON BLVD,2018
313,BALBOA,AVE,2,0,BALBOA AVE,2018
824,EL CAJON,BLVD,5,0,EL CAJON BLVD,2018
511,HARBOR,DR,1,0,HARBOR DR,2018
438,ROANOKE,ST,2,0,ROANOKE ST,2018
446,LOGAN,AVE,1,0,LOGAN AVE,2018
232,WORLD TRADE,DR,0,0,WORLD TRADE DR,2018
122,GARNET,AVE,1,0,GARNET AVE,2018
242,HILLERY,DR,1,0,HILLERY DR,2018
822,54TH,ST,0,0,54TH ST,2018
822,UNIVERSITY,AVE,0,0,UNIVERSITY AVE,2018
122,GARNET,AVE,0,0,GARNET AVE,2018
322,50TH,ST,2,0,50TH ST,2018
434,CARDIFF,ST,1,0,CARDIFF ST,2018
723,COCHRAN,AVE,1,0,COCHRAN AVE,2018
115,GENESEE,AVE,0,0,GENESEE AVE,2018
626,HANCOCK,ST,1,0,HANCOCK ST,2018
611,SPORTS ARENA,BLVD,0,0,SPORTS ARENA BLVD,2018
521,17TH,ST,0,0,17TH ST,2018
434,CARDIFF,ST,1,0,CARDIFF ST,2018
434,CARDIFF,ST,0,0,CARDIFF ST,2018
624,EL CAJON,BLVD,2,0,EL CAJON BLVD,2018
321,SAN DIEGO MISSION,RD,0,0,SAN DIEGO MISSION RD,2018
312,SANTO,RD,0,0,SANTO RD,2018
613,VALETA,ST,0,0,VALETA ST,2018
615,ROSECRANS,ST,0,1,ROSECRANS ST,2018
111,GENESEE,AVE,1,0,GENESEE AVE,2018
122,DIAMOND,ST,0,0,DIAMOND ST,2018
835,FAIRMOUNT,AVE,1,0,FAIRMOUNT AVE,2018
528,HAWTHORN,ST,0,0,HAWTHORN ST,2018
326,MONTEZUMA,RD,0,0,MONTEZUMA RD,2018
712,CAM DE LA PLAZA,nan,0,0,CAM DE LA PLAZA ,2018
234,STONE CANYON,RD,2,0,STONE CANYON RD,2018
834,MARLBOROUGH,AVE,0,0,MARLBOROUGH AVE,2018
625,HARNEY,ST,0,0,HARNEY ST,2018
326,COLLEGE,AVE,0,0,COLLEGE AVE,2018
115,GENESEE,AVE,1,0,GENESEE AVE,2018
531,PAN AMERICAN,PLZ,0,0,PAN AMERICAN PLZ,2018
813,MADISON,AVE,1,0,MADISON AVE,2018
931,MIRAMAR,RD,2,0,MIRAMAR RD,2018
838,38TH,ST,1,0,38TH ST,2018
835,FAIRMOUNT,AVE,1,0,FAIRMOUNT AVE,2018
628,SAN DIEGO,AVE,3,0,SAN DIEGO AVE,2018
521,PARK,BLVD,1,0,PARK BLVD,2018
314,BERGER,AVE,0,0,BERGER AVE,2018
824,47TH,ST,1,0,47TH ST,2018
311,FRIARS,RD,0,1,FRIARS RD,2018
124,LA JOLLA,PARKWAY,1,0,LA JOLLA PARKWAY,2018
614,SUNSET CLIFFS,BLVD,3,0,SUNSET CLIFFS BLVD,2018
322,PRINCESS VIEW,DR,0,0,PRINCESS VIEW DR,2018
313,CLAIREMONT MESA,BLVD,0,0,CLAIREMONT MESA BLVD,2018
122,GARNET,AVE,0,0,GARNET AVE,2018
524,07TH,AVE,0,0,07TH AVE,2018
445,DUVAL,ST,0,0,DUVAL ST,2018
822,TROJAN,AVE,0,0,TROJAN AVE,2018
122,FELSPAR,ST,0,0,FELSPAR ST,2018
112,GENESEE,AVE,3,0,GENESEE AVE,2018
936,CARMEL VALLEY,RD,1,0,CARMEL VALLEY RD,2018
315,CAM DEL RIO SOUTH,nan,1,0,CAM DEL RIO SOUTH ,2018
324,NAVAJO,RD,1,0,NAVAJO RD,2018
321,ALVARADO CANYON,RD,1,0,ALVARADO CANYON RD,2018
614,WEST POINT LOMA,BLVD,0,1,WEST POINT LOMA BLVD,2018
824,EL CAJON,BLVD,0,0,EL CAJON BLVD,2018
832,FAIRMOUNT,AVE,1,0,FAIRMOUNT AVE,2018
437,GILMARTIN,DR,1,0,GILMARTIN DR,2018
822,EL CAJON,BLVD,1,0,EL CAJON BLVD,2018
528,ASH,ST,0,0,ASH ST,2018
831,UNIVERSITY,AVE,1,0,UNIVERSITY AVE,2018
931,MIRAMAR,RD,0,0,MIRAMAR RD,2018
622,LINDA VISTA,RD,1,0,LINDA VISTA RD,2018
531,ZOO,DR,0,0,ZOO DR,2018
327,RESERVOIR,DR,0,0,RESERVOIR DR,2018
313,BALBOA,AVE,1,0,BALBOA AVE,2018
311,MISSION VILLAGE,DR,0,0,MISSION VILLAGE DR,2018
511,LOGAN,AVE,0,1,LOGAN AVE,2018
621,MORLEY,ST,2,0,MORLEY ST,2018
313,BALBOA,AVE,1,0,BALBOA AVE,2018
518,CEDAR,ST,1,0,CEDAR ST,2018
813,ADAMS,AVE,0,0,ADAMS AVE,2018
234,RANCHO BERNARDO,RD,2,0,RANCHO BERNARDO RD,2018
524,04TH,AVE,0,0,04TH AVE,2018
313,KEARNY VILLA,RD,0,0,KEARNY VILLA RD,2018
811,MONROE,AVE,0,0,MONROE AVE,2018
111,BALBOA,AVE,1,0,BALBOA AVE,2018
841,69TH,ST,0,0,69TH ST,2018
232,OF INDUSTRY,nan,0,0,OF INDUSTRY ,2018
123,EAST MISSION BAY,DR,0,0,EAST MISSION BAY DR,2018
725,OCEAN VIEW HILLS,PARKWAY,1,0,OCEAN VIEW HILLS PARKWAY,2018
315,FRIARS,RD,0,0,FRIARS RD,2018
611,PACIFIC,nan,1,0,PACIFIC ,2018
315,MISSION BAY,PARKWAY,1,0,MISSION BAY PARKWAY,2018
122,GARNET,AVE,1,0,GARNET AVE,2018
233,PATHOS,LN,0,0,PATHOS LN,2018
234,WEST BERNARDO,DR,1,0,WEST BERNARDO DR,2018
813,PARK,BLVD,0,0,PARK BLVD,2018
116,JUMANU,AVE,0,0,JUMANU AVE,2018
839,WIGHTMAN,ST,0,0,WIGHTMAN ST,2018
122,CORONA ORIENTE,RD,0,0,CORONA ORIENTE RD,2018
613,FAMOSA,BLVD,0,0,FAMOSA BLVD,2018
621,LINDA VISTA,RD,1,0,LINDA VISTA RD,2018
124,TORREY PINES,RD,1,0,TORREY PINES RD,2018
934,CARMEL VALLEY,RD,2,0,CARMEL VALLEY RD,2018
826,MEADE,AVE,0,0,MEADE AVE,2018
529,04TH,AVE,0,0,04TH AVE,2018
521,15TH,ST,0,0,15TH ST,2018
241,TREENA,ST,0,0,TREENA ST,2018
126,NORTH TORREY PINES,RD,0,0,NORTH TORREY PINES RD,2018
313,DAGGET,ST,0,0,DAGGET ST,2018
327,ALVARADO,RD,0,0,ALVARADO RD,2018
725,DENNERY,RD,0,0,DENNERY RD,2018
614,VOLTAIRE,ST,1,0,VOLTAIRE ST,2018
437,MEADOWBROOK,DR,0,0,MEADOWBROOK DR,2018
113,HUERFANO,AVE,1,0,HUERFANO AVE,2018
522,MARKET,ST,0,0,MARKET ST,2018
931,MIRA MESA,BLVD,1,0,MIRA MESA BLVD,2018
116,DENVER,ST,0,0,DENVER ST,2018
111,LINDA VISTA,RD,1,0,LINDA VISTA RD,2018
511,LOGAN,AVE,0,0,LOGAN AVE,2018
623,FRIARS,RD,0,0,FRIARS RD,2018
124,VILLA LA JOLLA,DR,0,0,VILLA LA JOLLA DR,2018
614,SUNSET CLIFFS,BLVD,1,0,SUNSET CLIFFS BLVD,2018
122,LAMONT,ST,1,0,LAMONT ST,2018
326,REMINGTON,RD,0,0,REMINGTON RD,2018
124,LA JOLLA SHORES,DR,1,0,LA JOLLA SHORES DR,2018
122,GARNET,AVE,0,0,GARNET AVE,2018
721,PALM,AVE,0,0,PALM AVE,2018
511,LOGAN,AVE,0,0,LOGAN AVE,2018
313,CONVOY,ST,0,0,CONVOY ST,2018
122,GARNET,AVE,1,0,GARNET AVE,2018
122,OLNEY,ST,1,0,OLNEY ST,2018
933,DEL MAR HEIGHTS,RD,1,0,DEL MAR HEIGHTS RD,2018
111,BALBOA,AVE,0,0,BALBOA AVE,2018
122,FIGUEROA,BLVD,0,0,FIGUEROA BLVD,2018
122,FIGUEROA,BLVD,0,0,FIGUEROA BLVD,2018
721,PALM,AVE,1,1,PALM AVE,2018
452,VARNEY,DR,0,0,VARNEY DR,2018
834,CENTRAL,AVE,0,0,CENTRAL AVE,2018
452,DIVISION,ST,2,0,DIVISION ST,2018
314,HEALTH CENTER,DR,1,0,HEALTH CENTER DR,2018
722,HOLLISTER,ST,1,0,HOLLISTER ST,2018
721,PALM,AVE,0,0,PALM AVE,2018
121,MISSION,BLVD,1,0,MISSION BLVD,2018
821,70TH,ST,1,0,70TH ST,2018
615,CANON,ST,0,0,CANON ST,2018
831,ORANGE,AVE,1,0,ORANGE AVE,2018
115,GENESEE,AVE,1,0,GENESEE AVE,2018
831,EL CAJON,BLVD,0,0,EL CAJON BLVD,2018
627,WASHINGTON,ST,1,0,WASHINGTON ST,2018
611,MOORE,ST,0,0,MOORE ST,2018
627,03RD,AVE,0,0,03RD AVE,2018
934,TORREY BLUFF,DR,0,0,TORREY BLUFF DR,2018
234,BERNARDO CENTER,DR,0,0,BERNARDO CENTER DR,2018
115,SHORELINE,DR,0,0,SHORELINE DR,2018
313,CLAIREMONT MESA,BLVD,1,0,CLAIREMONT MESA BLVD,2018
122,GARNET,AVE,0,0,GARNET AVE,2018
822,CHOLLAS,PARKWAY,0,0,CHOLLAS PARKWAY,2018
313,CONVOY,ST,3,0,CONVOY ST,2018
124,GIRARD,AVE,0,0,GIRARD AVE,2018
111,BALBOA,AVE,0,0,BALBOA AVE,2018
514,22ND,ST,0,0,22ND ST,2018
242,GOLD COAST,DR,0,0,GOLD COAST DR,2018
622,GOSHEN,ST,0,0,GOSHEN ST,2018
529,01ST,AVE,0,0,01ST AVE,2018
614,SUNSET CLIFFS,BLVD,1,0,SUNSET CLIFFS BLVD,2018
622,FRIARS,RD,0,0,FRIARS RD,2018
322,ESTRELLA,AVE,0,0,ESTRELLA AVE,2018
452,SKYLINE,DR,1,0,SKYLINE DR,2018
326,HINSON,PL,0,0,HINSON PL,2018
122,GRAND,AVE,2,0,GRAND AVE,2018
518,BEECH,ST,1,0,BEECH ST,2018
826,TROJAN,AVE,1,0,TROJAN AVE,2018
124,TORREY PINES,RD,0,0,TORREY PINES RD,2018
614,SUNSET CLIFFS,BLVD,0,0,SUNSET CLIFFS BLVD,2018
432,IMPERIAL,AVE,0,0,IMPERIAL AVE,2018
934,EL CAMINO REAL,nan,2,0,EL CAMINO REAL ,2018
611,SPORTS ARENA,BLVD,2,0,SPORTS ARENA BLVD,2018
124,TORREY PINES,RD,0,0,TORREY PINES RD,2018
111,BALBOA,AVE,1,0,BALBOA AVE,2018
614,BACON,ST,0,0,BACON ST,2018
121,MISSION,BLVD,0,0,MISSION BLVD,2018
122,INGRAHAM,ST,0,0,INGRAHAM ST,2018
527,CEDAR,ST,0,0,CEDAR ST,2018
622,LINDA VISTA,RD,0,0,LINDA VISTA RD,2018
622,LINDA VISTA,RD,0,0,LINDA VISTA RD,2018
813,EL CAJON,BLVD,0,0,EL CAJON BLVD,2018
832,ORANGE,AVE,0,0,ORANGE AVE,2018
821,EL CAJON,BLVD,1,0,EL CAJON BLVD,2018
615,ROSECRANS,ST,0,0,ROSECRANS ST,2018
315,CAM DEL ESTE,nan,0,0,CAM DEL ESTE ,2018
124,LA JOLLA,BLVD,0,0,LA JOLLA BLVD,2018
313,CARDIN,ST,0,0,CARDIN ST,2018
312,LA CUENTA,DR,0,0,LA CUENTA DR,2018
712,AVNDA DE LA MADRID,nan,0,0,AVNDA DE LA MADRID ,2018
615,KEATS,ST,0,0,KEATS ST,2018
321,FRIARS,RD,0,0,FRIARS RD,2018
613,POINT LOMA,AVE,1,0,POINT LOMA AVE,2018
444,MARKET,ST,0,0,MARKET ST,2018
627,WASHINGTON,ST,0,0,WASHINGTON ST,2018
327,CAMPUS,DR,1,0,CAMPUS DR,2018
242,MIRA MESA,BLVD,1,0,MIRA MESA BLVD,2018
241,I-15 SB,nan,1,0,I-15 SB ,2018
122,MISSION BAY,DR,0,0,MISSION BAY DR,2018
824,EL CAJON,BLVD,1,0,EL CAJON BLVD,2018
242,MIRA MESA,BLVD,1,0,MIRA MESA BLVD,2018
627,UNIVERSITY,AVE,1,0,UNIVERSITY AVE,2018
124,VIA ESTRADA,nan,1,0,VIA ESTRADA ,2018
442,NATIONAL,AVE,1,0,NATIONAL AVE,2018
122,MISSION,BLVD,1,0,MISSION BLVD,2018
836,HOME,AVE,1,0,HOME AVE,2018
245,STONEBRIDGE,PARKWAY,1,0,STONEBRIDGE PARKWAY,2018
627,WASHINGTON,ST,0,0,WASHINGTON ST,2018
841,BONILLO,DR,0,0,BONILLO DR,2018
441,45TH,ST,1,0,45TH ST,2018
231,POWAY,RD,4,0,POWAY RD,2018
627,04TH,AVE,0,0,04TH AVE,2018
447,RIDGE VIEW,DR,0,0,RIDGE VIEW DR,2018
122,GRAND,AVE,1,0,GRAND AVE,2018
445,EUCLID,AVE,1,0,EUCLID AVE,2018
618,SANTA BARBARA,ST,1,0,SANTA BARBARA ST,2018
531,06TH,AVE,0,0,06TH AVE,2018
122,EVERTS,ST,0,0,EVERTS ST,2018
612,ROSECRANS,ST,2,0,ROSECRANS ST,2018
113,JUTLAND,DR,2,0,JUTLAND DR,2018
242,BLACK MTN,RD,2,0,BLACK MTN RD,2018
124,GILMAN,CT,0,0,GILMAN CT,2018
315,CAM DEL RIO NORTH,nan,1,0,CAM DEL RIO NORTH ,2018
111,BALBOA,AVE,1,0,BALBOA AVE,2018
821,MONTEZUMA,RD,0,0,MONTEZUMA RD,2018
614,SUNSET CLIFFS,BLVD,1,0,SUNSET CLIFFS BLVD,2018
526,BEECH,ST,0,0,BEECH ST,2018
311,LARKDALE,AVE,0,0,LARKDALE AVE,2018
712,BEYER,BLVD,0,0,BEYER BLVD,2018
833,FAIRMOUNT,AVE,0,0,FAIRMOUNT AVE,2018
612,ROSECRANS,ST,1,0,ROSECRANS ST,2018
452,SKYLINE,DR,1,0,SKYLINE DR,2018
838,33RD,ST,1,0,33RD ST,2018
934,VALLEY CENTRE,DR,0,0,VALLEY CENTRE DR,2018
326,MONTEZUMA,RD,0,0,MONTEZUMA RD,2018
326,MONTEZUMA,RD,0,0,MONTEZUMA RD,2018
124,PEARL,ST,1,0,PEARL ST,2018
824,ADAMS,AVE,0,0,ADAMS AVE,2018
122,GRAND,AVE,2,0,GRAND AVE,2018
243,MIRAMAR,WAY,1,0,MIRAMAR WAY,2018
521,10TH,AVE,0,0,10TH AVE,2018
243,MIRAMAR,RD,0,0,MIRAMAR RD,2018
813,BOUNDARY,ST,0,0,BOUNDARY ST,2018
621,LINDA VISTA,RD,2,0,LINDA VISTA RD,2018
826,54TH,ST,0,0,54TH ST,2018
931,SORRENTO VALLEY,BLVD,2,0,SORRENTO VALLEY BLVD,2018
242,CAM RUIZ,nan,1,0,CAM RUIZ ,2018
124,PEARL,ST,2,0,PEARL ST,2018
451,54TH,ST,3,0,54TH ST,2018
811,MADISON,AVE,3,0,MADISON AVE,2018
313,CLAIREMONT MESA,BLVD,0,0,CLAIREMONT MESA BLVD,2018
326,COLLEGE,AVE,1,0,COLLEGE AVE,2018
116,COWLEY,WAY,0,0,COWLEY WAY,2018
832,UNIVERSITY,AVE,0,1,UNIVERSITY AVE,2018
124,LA JOLLA,BLVD,2,0,LA JOLLA BLVD,2018
611,SPORTS ARENA,BLVD,1,0,SPORTS ARENA BLVD,2018
811,34TH,ST,0,0,34TH ST,2018
313,AERO,DR,0,0,AERO DR,2018
834,41ST,ST,1,0,41ST ST,2018
442,43RD,ST,0,0,43RD ST,2018
627,03RD,AVE,0,0,03RD AVE,2018
521,PARK,BLVD,0,0,PARK BLVD,2018
814,34TH,ST,1,0,34TH ST,2018
613,CHATSWORTH,BLVD,0,0,CHATSWORTH BLVD,2018
511,32ND,ST,0,0,32ND ST,2018
246,SCRIPPS RANCH,BLVD,0,0,SCRIPPS RANCH BLVD,2018
821,LORCA,DR,0,0,LORCA DR,2018
313,CLAIREMONT MESA,BLVD,1,0,CLAIREMONT MESA BLVD,2018
611,ROSECRANS,ST,1,0,ROSECRANS ST,2018
822,UNIVERSITY,AVE,2,0,UNIVERSITY AVE,2018
627,ROBINSON,AVE,0,0,ROBINSON AVE,2018
524,B,ST,0,0,B ST,2018
241,SCRIPPS RANCH,BLVD,2,0,SCRIPPS RANCH BLVD,2018
712,SAN YSIDRO,BLVD,4,0,SAN YSIDRO BLVD,2018
115,GENESEE,AVE,0,0,GENESEE AVE,2018
521,14TH,ST,1,0,14TH ST,2018
123,DE ANZA,RD,2,0,DE ANZA RD,2018
242,MIRA MESA,BLVD,3,0,MIRA MESA BLVD,2018
628,LAUREL,ST,0,0,LAUREL ST,2018
613,CHATSWORTH,BLVD,1,0,CHATSWORTH BLVD,2018
114,CLAIREMONT MESA,BLVD,2,0,CLAIREMONT MESA BLVD,2018
242,BLACK MTN,RD,2,0,BLACK MTN RD,2018
