report_id,date_time,police_beat,street_name,street_type,injured,killed,hit_run_lvl,full_name
174242,2017-05-19 19:11:00,517,30TH,ST,1,0,nan,30TH ST
174337,2017-05-19 21:22:00,231,EVENING CREEK NORTH,DR,1,0,FELONY,EVENING CREEK NORTH DR
173934,2017-05-19 22:30:00,525,FRONT,ST,0,0,MISDEMEANOR,FRONT ST
173977,2017-05-19 23:00:00,122,GRAND,AVE,0,0,MISDEMEANOR,GRAND AVE
173907,2017-05-19 23:50:00,311,SANDROCK,RD,0,0,nan,SANDROCK RD
173892,2017-05-20 01:45:00,524,01ST,AVE,0,0,nan,01ST AVE
173904,2017-05-20 05:15:00,611,BARNETT,AVE,0,0,nan,BARNETT AVE
173857,2017-05-20 06:59:00,313,RUFFNER,ST,0,0,MISDEMEANOR,RUFFNER ST
174128,2017-05-20 07:40:00,514,ISLAND,AVE,0,0,MISDEMEANOR,ISLAND AVE
173902,2017-05-20 09:00:00,234,LOMICA,DR,0,0,nan,LOMICA DR
173929,2017-05-20 12:50:00,447,DATE,PL,0,0,MISDEMEANOR,DATE PL
175261,2017-05-20 13:00:00,622,WEST MORENA,BLVD,0,0,MISDEMEANOR,WEST MORENA BLVD
174138,2017-05-20 13:00:00,712,SYCAMORE,RD,0,0,MISDEMEANOR,SYCAMORE RD
173957,2017-05-20 13:00:00,433,IMPERIAL,AVE,1,0,nan,IMPERIAL AVE
174364,2017-05-20 13:16:00,124,PASEO DEL OCASO,,0,0,nan,PASEO DEL OCASO 
173859,2017-05-20 13:54:00,623,FRIARS,RD,0,0,MISDEMEANOR,FRIARS RD
174384,2017-05-20 14:15:00,122,BUNKER HILL,ST,1,0,FELONY,BUNKER HILL ST
173856,2017-05-20 14:30:00,315,CAM DEL RIO NORTH,,0,0,MISDEMEANOR,CAM DEL RIO NORTH 
173884,2017-05-20 17:39:00,622,LINDA VISTA,RD,2,0,nan,LINDA VISTA RD
173879,2017-05-20 17:39:00,121,MISSION,BLVD,0,0,MISDEMEANOR,MISSION BLVD
174739,2017-05-20 18:20:00,315,CAM DEL RIO NORTH,,0,0,MISDEMEANOR,CAM DEL RIO NORTH 
173873,2017-05-20 18:50:00,419,CAM DEL SUR,,0,0,MISDEMEANOR,CAM DEL SUR 
173885,2017-05-20 19:05:00,541,11TH AV ,AVE,0,0,nan,11TH AV  AVE
173945,2017-05-20 19:35:00,242,BLACK MTN,RD,0,0,nan,BLACK MTN RD
174097,2017-05-20 19:50:00,624,CLEVELAND,AVE,1,0,nan,CLEVELAND AVE
174026,2017-05-20 20:10:00,123,PACIFIC BEACH,DR,2,0,nan,PACIFIC BEACH DR
173916,2017-05-20 20:40:00,517,25TH,ST,1,0,MISDEMEANOR,25TH ST
173950,2017-05-20 21:15:00,124,TORREY PINES,RD,0,0,nan,TORREY PINES RD
174011,2017-05-20 21:30:00,242,GREENFORD,DR,0,0,MISDEMEANOR,GREENFORD DR
174150,2017-05-20 22:30:00,524,07TH,AVE,0,0,MISDEMEANOR,07TH AVE
173976,2017-05-20 22:35:00,124,TORREY PINES,RD,0,0,MISDEMEANOR,TORREY PINES RD
173903,2017-05-20 22:40:00,315,FRIARS,RD,0,0,nan,FRIARS RD
173958,2017-05-20 23:10:00,446,47TH,ST,1,0,nan,47TH ST
173878,2017-05-20 23:30:00,841,COLLEGE,AVE,0,0,MISDEMEANOR,COLLEGE AVE
173918,2017-05-20 23:40:00,115,CAMINO ISLAY,,0,0,MISDEMEANOR,CAMINO ISLAY 
173939,2017-05-21 00:04:00,823,COLLEGE,AVE,0,0,MISDEMEANOR,COLLEGE AVE
175922,2017-05-21 00:15:00,441,IMPERIAL,AVE,0,0,MISDEMEANOR,IMPERIAL AVE
174167,2017-05-21 00:45:00,624,PARK,BLVD,0,0,nan,PARK BLVD
173875,2017-05-21 01:03:00,527,NORTH HARBOR,DR,0,0,MISDEMEANOR,NORTH HARBOR DR
173917,2017-05-21 01:45:00,521,ISLAND,AVE,0,0,MISDEMEANOR,ISLAND AVE
173951,2017-05-21 01:50:00,122,GARNET,AVE,0,0,nan,GARNET AVE
174034,2017-05-21 01:56:00,516,IMPERIAL,AVE,1,0,nan,IMPERIAL AVE
173935,2017-05-21 03:06:00,526,CEDAR,ST,0,0,MISDEMEANOR,CEDAR ST
174551,2017-05-21 04:00:00,627,IVY,LN,0,0,MISDEMEANOR,IVY LN
173911,2017-05-21 05:10:00,611,SPORTS ARENA,BLVD,0,0,MISDEMEANOR,SPORTS ARENA BLVD
173983,2017-05-21 08:42:00,315,FRIARS,RD,0,0,MISDEMEANOR,FRIARS RD
174030,2017-05-21 09:00:00,433,69TH,ST,1,0,nan,69TH ST
174120,2017-05-21 13:05:00,835,JUNIPER,ST,2,0,nan,JUNIPER ST
173890,2017-05-21 13:49:00,937,CAM DEL SUR,,3,0,nan,CAM DEL SUR 
173998,2017-05-21 14:04:00,122,GARNET,AVE,1,0,nan,GARNET AVE
173861,2017-05-21 14:20:00,614,SANTA MONICA,AVE,0,0,MISDEMEANOR,SANTA MONICA AVE
173979,2017-05-21 17:23:00,243,PRODUCTION,AVE,0,0,MISDEMEANOR,PRODUCTION AVE
174369,2017-05-21 17:51:00,312,CLAIREMONT MESA,BLVD,1,0,nan,CLAIREMONT MESA BLVD
174056,2017-05-21 20:50:00,813,EL CAJON,BLVD,0,0,MISDEMEANOR,EL CAJON BLVD
174185,2017-05-21 21:29:00,615,TALBOT,ST,1,0,nan,TALBOT ST
174349,2017-05-21 21:43:00,836,FAIRMOUNT,AVE,0,0,nan,FAIRMOUNT AVE
173987,2017-05-21 22:44:00,122,PACIFIC BEACH,DR,1,0,MISDEMEANOR,PACIFIC BEACH DR
173949,2017-05-21 23:29:00,624,EL CAJON,BLVD,1,0,nan,EL CAJON BLVD
173966,2017-05-21 23:37:00,526,ASH,ST,1,0,nan,ASH ST
173913,2017-05-22 02:10:00,321,RANCHO MISSION,RD,0,0,MISDEMEANOR,RANCHO MISSION RD
173948,2017-05-22 02:42:00,122,RIVIERA,DR,0,0,nan,RIVIERA DR
174052,2017-05-22 05:22:00,112,MT DURBAN,DR,0,0,MISDEMEANOR,MT DURBAN DR
174031,2017-05-22 07:30:00,436,BROOKHAVEN,RD,1,0,nan,BROOKHAVEN RD
174041,2017-05-22 07:33:00,531,06TH,AVE,0,0,nan,06TH AVE
174079,2017-05-22 07:45:00,313,AERO,DR,0,0,MISDEMEANOR,AERO DR
173990,2017-05-22 08:02:00,233,POWAY,RD,0,0,nan,POWAY RD
174000,2017-05-22 08:08:00,126,GENESEE,AVE,2,0,nan,GENESEE AVE
174015,2017-05-22 09:32:00,447,MARILOU,RD,0,0,MISDEMEANOR,MARILOU RD
173992,2017-05-22 09:40:00,825,MADISON,AVE,1,0,nan,MADISON AVE
173943,2017-05-22 10:58:00,313,CONVOY,ST,1,0,nan,CONVOY ST
173994,2017-05-22 11:00:00,813,UPAS,ST,1,0,nan,UPAS ST
174027,2017-05-22 11:00:00,432,CASTANA,ST,2,0,nan,CASTANA ST
173993,2017-05-22 11:48:00,822,UNIVERSITY,AVE,1,0,nan,UNIVERSITY AVE
173910,2017-05-22 12:00:00,242,WESTONHILL,DR,0,0,MISDEMEANOR,WESTONHILL DR
174064,2017-05-22 12:54:00,114,GENESEE,AVE,1,0,nan,GENESEE AVE
173942,2017-05-22 13:00:00,242,WESTMORE,RD,1,0,nan,WESTMORE RD
173975,2017-05-22 13:45:00,232,INNOVATION,DR,0,0,MISDEMEANOR,INNOVATION DR
173947,2017-05-22 13:57:00,628,PACIFIC,,0,0,nan,PACIFIC 
174009,2017-05-22 14:17:00,624,WASHINGTON,ST,0,0,MISDEMEANOR,WASHINGTON ST
174021,2017-05-22 14:30:00,441,36TH,ST,0,0,MISDEMEANOR,36TH ST
173974,2017-05-22 16:00:00,122,GARNET,AVE,0,0,MISDEMEANOR,GARNET AVE
174173,2017-05-22 16:38:00,521,B,ST,1,0,nan,B ST
173999,2017-05-22 17:01:00,115,REGENTS,RD,1,0,nan,REGENTS RD
174004,2017-05-22 17:34:00,243,MIRAMAR,RD,1,0,nan,MIRAMAR RD
174005,2017-05-22 18:15:00,231,POWAY,RD,1,0,nan,POWAY RD
174001,2017-05-22 18:25:00,111,BALBOA,AVE,3,0,nan,BALBOA AVE
174083,2017-05-22 18:30:00,527,PACIFIC,,0,0,MISDEMEANOR,PACIFIC 
174035,2017-05-22 18:57:00,934,CARMEL MTN,RD,2,0,nan,CARMEL MTN RD
174210,2017-05-22 21:00:00,524,ASH,ST,1,0,MISDEMEANOR,ASH ST
174125,2017-05-22 22:32:00,722,WARDLOW,AVE,0,0,nan,WARDLOW AVE
174024,2017-05-23 00:01:00,521,BROADWAY,,0,0,MISDEMEANOR,BROADWAY 
173988,2017-05-23 00:05:00,838,ORANGE,AVE,0,0,nan,ORANGE AVE
173995,2017-05-23 01:26:00,813,UNIVERSITY,AVE,3,0,nan,UNIVERSITY AVE
173946,2017-05-23 02:00:00,526,ASH,ST,2,0,nan,ASH ST
173978,2017-05-23 02:08:00,122,DAWES,ST,0,0,MISDEMEANOR,DAWES ST
173989,2017-05-23 02:30:00,122,GRAND,AVE,0,0,nan,GRAND AVE
174396,2017-05-23 02:34:00,934,ARROYO SORRENTO,RD,2,0,nan,ARROYO SORRENTO RD
173985,2017-05-23 04:00:00,311,MISSION VILLAGE,DR,0,0,MISDEMEANOR,MISSION VILLAGE DR
174087,2017-05-23 07:30:00,512,29TH,ST,1,0,MISDEMEANOR,29TH ST
174246,2017-05-23 07:59:00,724,PALM,AVE,1,0,nan,PALM AVE
174019,2017-05-23 08:48:00,837,HOME,AVE,0,0,MISDEMEANOR,HOME AVE
174244,2017-05-23 09:00:00,723,BEYER,BLVD,1,0,nan,BEYER BLVD
174039,2017-05-23 11:40:00,322,MISSION GORGE,RD,0,0,nan,MISSION GORGE RD
174105,2017-05-23 12:40:00,624,PARK,BLVD,1,0,nan,PARK BLVD
174016,2017-05-23 14:00:00,528,KETTNER,BLVD,0,0,MISDEMEANOR,KETTNER BLVD
174133,2017-05-23 14:25:00,313,CONVOY,ST,0,0,MISDEMEANOR,CONVOY ST
174003,2017-05-23 15:47:00,243,MIRAMAR,RD,1,0,nan,MIRAMAR RD
174017,2017-05-23 16:10:00,623,FRIARS,RD,0,0,MISDEMEANOR,FRIARS RD
174020,2017-05-23 16:22:00,451,BAYVIEW HEIGHTS,DR,0,0,MISDEMEANOR,BAYVIEW HEIGHTS DR
174028,2017-05-23 16:32:00,813,KANSAS,ST,1,0,nan,KANSAS ST
174029,2017-05-23 16:50:00,813,UPAS,ST,1,0,nan,UPAS ST
174062,2017-05-23 17:32:00,322,MISSION GORGE,RD,0,0,nan,MISSION GORGE RD
174254,2017-05-23 18:14:00,432,CASTANA,ST,1,0,nan,CASTANA ST
174829,2017-05-23 19:09:00,811,32ND,ST,1,0,nan,32ND ST
174038,2017-05-23 20:15:00,931,NOBEL,DR,2,0,nan,NOBEL DR
173996,2017-05-23 20:40:00,121,WEST MISSION BAY,DR,1,0,nan,WEST MISSION BAY DR
174033,2017-05-23 21:30:00,514,J,ST,1,0,nan,J ST
174043,2017-05-23 21:52:00,813,30TH,ST,0,0,nan,30TH ST
175610,2017-05-23 22:34:00,111,BALBOA,AVE,1,0,nan,BALBOA AVE
174205,2017-05-24 00:01:00,121,MISSION,BLVD,0,0,MISDEMEANOR,MISSION BLVD
174013,2017-05-24 03:30:00,628,WALNUT,AVE,0,0,MISDEMEANOR,WALNUT AVE
174213,2017-05-24 04:30:00,446,SOLOLA,AVE,0,0,MISDEMEANOR,SOLOLA AVE
174037,2017-05-24 06:23:00,111,MT ABERNATHY,AVE,0,0,nan,MT ABERNATHY AVE
174036,2017-05-24 09:15:00,114,CLAIREMONT,DR,1,0,nan,CLAIREMONT DR
174164,2017-05-24 09:30:00,826,54TH,ST,1,0,FELONY,54TH ST
174137,2017-05-24 10:20:00,514,25TH,ST,0,0,MISDEMEANOR,25TH ST
177596,2017-05-24 12:00:00,613,VOLTAIRE,ST,0,0,nan,VOLTAIRE ST
174059,2017-05-24 12:00:00,437,TOOMA,ST,1,0,nan,TOOMA ST
174183,2017-05-24 13:57:00,621,FULTON,ST,1,0,nan,FULTON ST
174869,2017-05-24 14:22:00,326,COLLWOOD,BLVD,0,0,nan,COLLWOOD BLVD
174012,2017-05-24 14:30:00,315,RIO SAN DIEGO,DR,0,0,MISDEMEANOR,RIO SAN DIEGO DR
174180,2017-05-24 15:20:00,931,MIRAMAR,RD,2,0,nan,MIRAMAR RD
174243,2017-05-24 16:48:00,713,BRITANNIA,BLVD,1,0,nan,BRITANNIA BLVD
174010,2017-05-24 17:20:00,326,COLLWOOD,BLVD,0,0,MISDEMEANOR,COLLWOOD BLVD
174370,2017-05-24 17:30:00,813,IDAHO,ST,0,0,MISDEMEANOR,IDAHO ST
174204,2017-05-24 17:37:00,116,CLAIREMONT,DR,0,0,MISDEMEANOR,CLAIREMONT DR
174303,2017-05-24 18:00:00,512,LOGAN,AVE,1,0,nan,LOGAN AVE
174025,2017-05-24 18:00:00,232,CAM DEL NORTE,,1,0,nan,CAM DEL NORTE 
174065,2017-05-24 18:13:00,821,UNIVERSITY,AVE,1,0,nan,UNIVERSITY AVE
174304,2017-05-24 18:57:00,512,LOGAN,AVE,1,0,nan,LOGAN AVE
174238,2017-05-24 19:42:00,434,CARDIFF,ST,2,0,nan,CARDIFF ST
174240,2017-05-24 20:47:00,713,OTAY MESA,RD,1,0,nan,OTAY MESA RD
174007,2017-05-24 22:10:00,233,CARMEL MTN,RD,0,0,MISDEMEANOR,CARMEL MTN RD
174018,2017-05-24 22:40:00,611,PACIFIC,,0,0,MISDEMEANOR,PACIFIC 
174134,2017-05-25 00:00:00,838,34TH,ST,0,0,MISDEMEANOR,34TH ST
174078,2017-05-25 00:01:00,121,MISSION,BLVD,0,0,MISDEMEANOR,MISSION BLVD
174057,2017-05-25 07:20:00,234,BERNARDO,RD,3,0,nan,BERNARDO RD
174098,2017-05-25 08:55:00,811,MEADE,AVE,1,0,nan,MEADE AVE
174112,2017-05-25 09:00:00,323,COLLEGE,AVE,1,0,nan,COLLEGE AVE
174047,2017-05-25 10:10:00,442,41ST,ST,0,0,MISDEMEANOR,41ST ST
174055,2017-05-25 11:00:00,521,15TH,ST,0,0,MISDEMEANOR,15TH ST
174061,2017-05-25 11:54:00,313,MERCURY,ST,1,0,nan,MERCURY ST
174148,2017-05-25 12:10:00,441,IMPERIAL,AVE,1,0,MISDEMEANOR,IMPERIAL AVE
174063,2017-05-25 12:37:00,114,CLAIREMONT MESA,BLVD,0,0,nan,CLAIREMONT MESA BLVD
174053,2017-05-25 12:40:00,124,VILLA LA JOLLA,DR,0,0,MISDEMEANOR,VILLA LA JOLLA DR
174106,2017-05-25 13:22:00,111,MESA COLLEGE,DR,1,0,nan,MESA COLLEGE DR
174060,2017-05-25 13:56:00,447,EUCLID,AVE,0,0,nan,EUCLID AVE
174231,2017-05-25 14:15:00,437,CASEY,ST,1,0,nan,CASEY ST
174102,2017-05-25 17:15:00,524,BROADWAY,,1,0,nan,BROADWAY 
174252,2017-05-25 17:34:00,246,SCRIPPS POWAY,PARKWAY,1,0,nan,SCRIPPS POWAY PARKWAY
174247,2017-05-25 18:15:00,723,DEL SOL,BLVD,3,0,nan,DEL SOL BLVD
174121,2017-05-25 19:19:00,313,OVERLAND,AVE,1,0,nan,OVERLAND AVE
174161,2017-05-25 20:39:00,821,STANLEY,AVE,0,0,MISDEMEANOR,STANLEY AVE
174080,2017-05-25 21:38:00,931,LUSK,BLVD,0,0,MISDEMEANOR,LUSK BLVD
174088,2017-05-25 22:11:00,241,CARROLL CANYON,RD,0,0,MISDEMEANOR,CARROLL CANYON RD
174190,2017-05-25 22:25:00,713,ROLL,DR,0,0,nan,ROLL DR
174054,2017-05-25 22:49:00,122,GARNET,AVE,0,0,MISDEMEANOR,GARNET AVE
174544,2017-05-26 00:01:00,122,FELSPAR,ST,0,0,MISDEMEANOR,FELSPAR ST
174665,2017-05-26 00:01:00,315,MISSION CENTER,CT,0,0,MISDEMEANOR,MISSION CENTER CT
174115,2017-05-26 01:50:00,315,CAM DEL RIO NORTH,,0,0,nan,CAM DEL RIO NORTH 
174245,2017-05-26 05:30:00,711,DAIRY MART,RD,1,0,nan,DAIRY MART RD
174081,2017-05-26 07:00:00,311,MURRAY RIDGE,RD,0,0,MISDEMEANOR,MURRAY RIDGE RD
174116,2017-05-26 09:25:00,826,ALTADENA,AVE,2,0,nan,ALTADENA AVE
174220,2017-05-26 09:32:00,521,F,ST,1,0,nan,F ST
174172,2017-05-26 09:40:00,526,ASH,ST,1,0,nan,ASH ST
174409,2017-05-26 11:00:00,623,FRIARS,RD,0,0,MISDEMEANOR,FRIARS RD
174109,2017-05-26 11:21:00,242,BLACK MTN,RD,1,0,nan,BLACK MTN RD
174114,2017-05-26 12:05:00,313,BALBOA,AVE,1,0,nan,BALBOA AVE
174108,2017-05-26 12:36:00,242,MIRA MESA,BLVD,1,0,nan,MIRA MESA BLVD
174714,2017-05-26 14:00:00,622,MORENA,BLVD,1,0,nan,MORENA BLVD
174086,2017-05-26 14:20:00,126,NORTH TORREY PINES,RD,1,0,MISDEMEANOR,NORTH TORREY PINES RD
174076,2017-05-26 14:20:00,112,MT ALIFAN,DR,0,0,MISDEMEANOR,MT ALIFAN DR
174095,2017-05-26 15:04:00,112,MT ACADIA,BLVD,2,0,nan,MT ACADIA BLVD
174350,2017-05-26 15:23:00,315,I-8 EB,,1,0,nan,I-8 EB 
174110,2017-05-26 15:50:00,232,CARMEL MTN,RD,2,0,nan,CARMEL MTN RD
174135,2017-05-26 16:20:00,822,ADELAIDE,AVE,0,0,MISDEMEANOR,ADELAIDE AVE
174084,2017-05-26 16:20:00,122,MISSION,BLVD,1,0,MISDEMEANOR,MISSION BLVD
174248,2017-05-26 16:20:00,835,HOME,AVE,1,0,nan,HOME AVE
174090,2017-05-26 17:04:00,233,VIA SAN MARCO,,0,0,nan,VIA SAN MARCO 
174174,2017-05-26 17:35:00,521,MARKET,ST,1,0,nan,MARKET ST
174101,2017-05-26 18:15:00,122,GRAND,AVE,4,0,nan,GRAND AVE
174186,2017-05-26 18:18:00,623,HOTEL NORTH,CIR,1,0,nan,HOTEL NORTH CIR
174249,2017-05-26 18:20:00,813,MYRTLE,AVE,0,0,nan,MYRTLE AVE
174089,2017-05-26 20:36:00,523,F,ST,0,0,nan,F ST
174113,2017-05-26 20:55:00,313,BALBOA,AVE,1,0,nan,BALBOA AVE
174118,2017-05-26 21:47:00,122,FORTUNA,AVE,1,0,nan,FORTUNA AVE
174236,2017-05-26 22:00:00,531,FLORIDA,DR,0,0,nan,FLORIDA DR
174147,2017-05-26 22:59:00,838,37TH,ST,1,0,nan,37TH ST
174073,2017-05-26 23:43:00,121,WEST MISSION BAY,DR,0,0,MISDEMEANOR,WEST MISSION BAY DR
174142,2017-05-27 00:01:00,621,WESTINGHOUSE,ST,0,0,MISDEMEANOR,WESTINGHOUSE ST
174155,2017-05-27 01:45:00,825,EL CAJON,BLVD,0,0,MISDEMEANOR,EL CAJON BLVD
174348,2017-05-27 08:55:00,242,GOLD COAST,DR,0,0,nan,GOLD COAST DR
174177,2017-05-27 10:47:00,441,T,ST,1,0,nan,T ST
174067,2017-05-27 11:59:00,113,MONAIR,DR,0,0,MISDEMEANOR,MONAIR DR
174212,2017-05-27 12:45:00,434,LISBON,ST,0,0,MISDEMEANOR,LISBON ST
174519,2017-05-27 13:45:00,611,MIDWAY,DR,0,0,MISDEMEANOR,MIDWAY DR
174139,2017-05-27 14:55:00,826,54TH,ST,0,0,MISDEMEANOR,54TH ST
174146,2017-05-27 16:10:00,813,LINCOLN,AVE,1,0,MISDEMEANOR,LINCOLN AVE
174191,2017-05-27 16:13:00,837,GATEWAY,DR,1,0,nan,GATEWAY DR
174253,2017-05-27 17:13:00,233,PASEO CARDIEL,,0,0,nan,PASEO CARDIEL 
174107,2017-05-27 17:13:00,233,PASEO CARDIEL,,0,0,nan,PASEO CARDIEL 
174131,2017-05-27 17:53:00,834,THORN,ST,0,0,MISDEMEANOR,THORN ST
174123,2017-05-27 18:30:00,437,ALTA VIEW,DR,0,0,MISDEMEANOR,ALTA VIEW DR
174075,2017-05-27 18:34:00,234,RANCHO BERNARDO,RD,1,0,MISDEMEANOR,RANCHO BERNARDO RD
174104,2017-05-27 18:41:00,625,JUAN,ST,1,0,nan,JUAN ST
174189,2017-05-27 18:58:00,835,COLUMBINE,ST,1,0,nan,COLUMBINE ST
174208,2017-05-27 19:00:00,712,SAN YSIDRO,BLVD,0,0,MISDEMEANOR,SAN YSIDRO BLVD
174351,2017-05-27 19:15:00,123,SEA WORLD,,0,0,nan,SEA WORLD 
174229,2017-05-27 19:20:00,521,MARKET,ST,1,0,nan,MARKET ST
177002,2017-05-27 19:48:00,614,SUNSET CLIFFS,BLVD,1,0,nan,SUNSET CLIFFS BLVD
174284,2017-05-27 19:50:00,115,GENESEE,AVE,0,0,MISDEMEANOR,GENESEE AVE
174094,2017-05-27 19:56:00,111,DIANE,AVE,2,0,nan,DIANE AVE
174656,2017-05-27 20:42:00,628,INDIA,ST,0,0,nan,INDIA ST
174093,2017-05-27 21:12:00,123,WEST MISSION BAY,DR,1,0,nan,WEST MISSION BAY DR
174126,2017-05-27 21:50:00,434,BILLOW,DR,0,0,MISDEMEANOR,BILLOW DR
174176,2017-05-27 22:20:00,437,MANZANA,WAY,1,0,nan,MANZANA WAY
174194,2017-05-27 23:10:00,122,GRAND,AVE,1,0,nan,GRAND AVE
174356,2017-05-27 23:37:00,627,04TH,AVE,1,0,nan,04TH AVE
174066,2017-05-28 00:01:00,115,LA JOLLA VILLAGE,DR,0,0,MISDEMEANOR,LA JOLLA VILLAGE DR
174071,2017-05-28 00:01:00,613,DUKE,ST,0,0,MISDEMEANOR,DUKE ST
175394,2017-05-28 02:06:00,813,HAMILTON,ST,0,0,MISDEMEANOR,HAMILTON ST
174385,2017-05-28 02:15:00,627,UNIVERSITY,AVE,1,0,nan,UNIVERSITY AVE
174141,2017-05-28 03:54:00,834,41ST,ST,0,0,MISDEMEANOR,41ST ST
174127,2017-05-28 10:52:00,446,GLORIA,ST,0,0,MISDEMEANOR,GLORIA ST
174100,2017-05-28 14:19:00,932,NORTH TORREY PINES,RD,1,0,nan,NORTH TORREY PINES RD
174799,2017-05-28 14:20:00,122,GARNET,AVE,1,0,nan,GARNET AVE
174145,2017-05-28 14:30:00,511,BOSTON,AVE,0,0,MISDEMEANOR,BOSTON AVE
175245,2017-05-28 14:30:00,311,LARKDALE,AVE,0,0,MISDEMEANOR,LARKDALE AVE
174216,2017-05-28 14:33:00,524,10TH,AVE,0,0,MISDEMEANOR,10TH AVE
174085,2017-05-28 14:34:00,121,WEST MISSION BAY,DR,1,0,MISDEMEANOR,WEST MISSION BAY DR
174219,2017-05-28 15:20:00,122,DAWES,ST,1,0,nan,DAWES ST
174077,2017-05-28 15:30:00,122,GARNET,AVE,0,0,MISDEMEANOR,GARNET AVE
174367,2017-05-28 15:48:00,122,MISSION,,1,0,nan,MISSION 
174132,2017-05-28 16:22:00,823,COLLEGE,AVE,0,0,MISDEMEANOR,COLLEGE AVE
174151,2017-05-28 17:30:00,232,CARMEL MTN,RD,0,0,MISDEMEANOR,CARMEL MTN RD
174163,2017-05-28 17:32:00,614,NEWPORT,AVE,0,0,MISDEMEANOR,NEWPORT AVE
174235,2017-05-28 17:50:00,813,EL CAJON,BLVD,1,0,nan,EL CAJON BLVD
174258,2017-05-28 17:54:00,521,COMMERCIAL,ST,0,0,MISDEMEANOR,COMMERCIAL ST
174129,2017-05-28 18:00:00,721,PALM,AVE,0,0,MISDEMEANOR,PALM AVE
174214,2017-05-28 18:18:00,434,JAMACHA,RD,1,0,nan,JAMACHA RD
174269,2017-05-28 18:30:00,441,45TH,ST,0,0,MISDEMEANOR,45TH ST
174144,2017-05-28 18:40:00,529,FRONT,ST,0,0,MISDEMEANOR,FRONT ST
174257,2017-05-28 18:55:00,512,29TH,ST,0,0,MISDEMEANOR,29TH ST
174074,2017-05-28 18:57:00,614,CABLE,ST,0,0,MISDEMEANOR,CABLE ST
174143,2017-05-28 20:30:00,524,08TH,AVE,0,0,MISDEMEANOR,08TH AVE
174268,2017-05-28 21:00:00,825,ADAMS,AVE,0,0,MISDEMEANOR,ADAMS AVE
174188,2017-05-28 21:10:00,813,ADAMS,AVE,1,0,nan,ADAMS AVE
174169,2017-05-28 22:12:00,814,35TH,ST,0,0,nan,35TH ST
174091,2017-05-28 22:30:00,326,MONTEZUMA,RD,0,0,nan,MONTEZUMA RD
174203,2017-05-29 00:01:00,126,LA JOLLA FARMS,RD,0,0,MISDEMEANOR,LA JOLLA FARMS RD
174165,2017-05-29 05:12:00,115,KANTOR,ST,0,0,nan,KANTOR ST
174357,2017-05-29 06:00:00,624,NORMAL,ST,1,0,nan,NORMAL ST
174333,2017-05-29 08:00:00,615,AVNDA DE PORTUGAL,,0,0,nan,AVNDA DE PORTUGAL 
175417,2017-05-29 09:15:00,908,CAMINO SANTA FE,,0,0,MISDEMEANOR,CAMINO SANTA FE 
174199,2017-05-29 09:45:00,529,ALBATROSS,ST,0,0,MISDEMEANOR,ALBATROSS ST
174149,2017-05-29 13:40:00,242,CAM RUIZ,,0,0,MISDEMEANOR,CAM RUIZ 
174234,2017-05-29 15:54:00,825,KENSINGTON,DR,1,0,nan,KENSINGTON DR
174187,2017-05-29 16:01:00,811,MEADE,AVE,1,0,nan,MEADE AVE
174072,2017-05-29 16:12:00,613,DUKE,ST,0,0,MISDEMEANOR,DUKE ST
174225,2017-05-29 16:35:00,624,PARK,BLVD,1,0,nan,PARK BLVD
174339,2017-05-29 17:25:00,529,05TH,AVE,0,0,MISDEMEANOR,05TH AVE
174410,2017-05-29 17:45:00,531,PARK,BLVD,0,0,MISDEMEANOR,PARK BLVD
174241,2017-05-29 20:42:00,724,OUTER,RD,0,0,nan,OUTER RD
174096,2017-05-29 21:05:00,115,COSTA VERDE,BLVD,1,0,nan,COSTA VERDE BLVD
174796,2017-05-29 21:26:00,614,NIMITZ,BLVD,0,0,nan,NIMITZ BLVD
174156,2017-05-29 21:55:00,723,ARRUZA,ST,0,0,MISDEMEANOR,ARRUZA ST
174440,2017-05-29 22:40:00,827,50TH,ST,1,0,nan,50TH ST
174160,2017-05-29 23:00:00,826,51ST,ST,0,0,MISDEMEANOR,51ST ST
174335,2017-05-29 23:27:00,614,NEWPORT,AVE,0,0,MISDEMEANOR,NEWPORT AVE
174256,2017-05-30 00:01:00,511,HARBOR,DR,0,0,MISDEMEANOR,HARBOR DR
174397,2017-05-30 00:20:00,626,SUNSET,BLVD,0,0,nan,SUNSET BLVD
174474,2017-05-30 02:01:00,323,ADOBE FALLS,RD,0,0,MISDEMEANOR,ADOBE FALLS RD
174070,2017-05-30 02:10:00,616,CARLETON,ST,0,0,MISDEMEANOR,CARLETON ST
174168,2017-05-30 04:26:00,614,SANTA MONICA,AVE,0,0,nan,SANTA MONICA AVE
174181,2017-05-30 07:33:00,124,GIRARD,AVE,1,0,nan,GIRARD AVE
174615,2017-05-30 07:40:00,614,SUNSET CLIFFS,BLVD,0,0,MISDEMEANOR,SUNSET CLIFFS BLVD
174221,2017-05-30 11:50:00,243,BLACK MTN,RD,2,0,nan,BLACK MTN RD
174623,2017-05-30 12:28:00,122,PACIFIC VIEW,DR,0,0,nan,PACIFIC VIEW DR
174179,2017-05-30 12:30:00,627,ROBINSON,AVE,1,0,nan,ROBINSON AVE
174195,2017-05-30 12:30:00,123,SEA WORLD,DR,1,0,nan,SEA WORLD DR
174201,2017-05-30 13:12:00,242,MIRA MESA,BLVD,0,0,MISDEMEANOR,MIRA MESA BLVD
